Date,SPY,RSP,^SPXEW,^SP500EW,NG=F,HO=F,RB=F,CL=F,BZ=F,XHB,ITB,^TNX
1992-03,,,,,,,,,,,,7.539999961853027
1992-04,,,,,,,,,,,,7.610000133514404
1992-05,,,,,,,,,,,,7.329999923706055
1992-06,,,,,,,,,,,,7.139999866485596
1992-07,,,,,,,,,,,,6.71999979019165
1992-08,,,,,,,,,,,,6.619999885559082
1992-09,,,,,,,,,,,,6.369999885559082
1992-10,,,,,,,,,,,,6.800000190734863
1992-11,,,,,,,,,,,,6.949999809265137
1992-12,,,,,,,,,,,,6.699999809265137
1993-01,24.05353546142578,,,,,,,,,,,6.389999866485596
1993-02,24.310142517089844,,,,,,,,,,,6.03000020980835
1993-03,24.854679107666016,,,,,,,,,,,6.03000020980835
1993-04,24.21870994567871,,,,,,,,,,,6.050000190734863
1993-05,24.871870040893555,,,,,,,,,,,6.159999847412109
1993-06,24.961580276489258,,,,,,,,,,,5.800000190734863
1993-07,24.840417861938477,,,,,,,,,,,5.829999923706055
1993-08,25.792478561401367,,,,,,,,,,,5.449999809265137
1993-09,25.60482406616211,,,,,,,,,,,5.400000095367432
1993-10,26.109947204589844,,,,,,,,,,,5.388000011444092
1993-11,25.83125114440918,,,,,,,,,,,5.795000076293945
1993-12,26.14839744567871,,,,,,,,,,,5.7829999923706055
1994-01,27.060335159301758,,,,,,,,,,,5.638000011444092
1994-02,26.27115249633789,,,,,,,,,,,6.150000095367432
1994-03,25.170347213745117,,,,,,,,,,,6.77400016784668
1994-04,25.452573776245117,,,,,,,,,,,7.034999847412109
1994-05,25.85825538635254,,,,,,,,,,,7.1519999504089355
1994-06,25.265745162963867,,,,,,,,,,,7.328999996185303
1994-07,26.082475662231445,,,,,,,,,,,7.09499979019165
1994-08,27.076772689819336,,,,,,,,,,,7.164999961853027
1994-09,26.392946243286133,,,,,,,,,,,7.598999977111816
1994-10,27.14320945739746,,,,,,,,,,,7.793000221252441
1994-11,26.062490463256836,,,,,,,,,,,7.888000011444092
1994-12,26.252277374267578,,,,,,,,,,,7.827000141143799
1995-01,27.134559631347656,,,,,,,,,,,7.5929999351501465
1995-02,28.241918563842773,,,,,,,,,,,7.210000038146973
1995-03,29.02838897705078,,,,,,,,,,,7.189000129699707
1995-04,29.888290405273438,,,,,,,,,,,7.046000003814697
1995-05,31.074033737182617,,,,,,,,,,,6.285999774932861
1995-06,31.702667236328125,,,,,,,,,,,6.203000068664551
1995-07,32.722389221191406,,,,,,,,,,,6.428999900817871
1995-08,32.868072509765625,,,,,,,,,,,6.2729997634887695
1995-09,34.26087951660156,,,,,,,,,,,6.1570000648498535
1995-10,34.160194396972656,,,,,,,,,,,6.002999782562256
1995-11,35.67964553833008,,,,,,,,,,,5.744999885559082
1995-12,36.240997314453125,,,,,,,,,,,5.574999809265137
1996-01,37.5303840637207,,,,,,,,,,,5.580999851226807
1996-02,37.650123596191406,,,,,,,,,,,6.111999988555908
1996-03,38.29838562011719,,,,,,,,,,,6.334000110626221
1996-04,38.71466827392578,,,,,,,,,,,6.632999897003174
1996-05,39.593482971191406,,,,,,,,,,,6.843999862670898
1996-06,39.94278335571289,,,,,,,,,,,6.710999965667725
1996-07,38.147918701171875,,,,,,,,,,,6.789999961853027
1996-08,38.882606506347656,,,,,,,,,,,6.935999870300293
1996-09,41.05507278442383,,,,,,,,,,,6.698999881744385
1996-10,42.38242721557617,,,,,,,,,,,6.348999977111816
1996-11,45.47651290893555,,,,,,,,,,,6.039999961853027
1996-12,44.39429473876953,,,,,,,,,,,6.4070000648498535
1997-01,47.137237548828125,,,,,,,,,,,6.502999782562256
1997-02,47.58816909790039,,,,,,,,,,,6.534999847412109
1997-03,45.4884147644043,,,,,,,,,,,6.9070000648498535
1997-04,48.33616256713867,,,,,,,,,,,6.702000141143799
1997-05,51.39137268066406,,,,,,,,,,,6.663000106811523
1997-06,53.503639221191406,,,,,,,,,,,6.501999855041504
1997-07,57.74459457397461,,,,,,,,,,,6.004000186920166
1997-08,54.75321960449219,,,,,,,,,,,6.329999923706055
1997-09,57.386329650878906,,,,,,,,,,,6.10699987411499
1997-10,55.98018264770508,,,,,,,,,,,5.818999767303467
1997-11,58.14641571044922,,,,,,,,,,,5.85099983215332
1997-12,59.25537872314453,,,,,,,,,,,5.738999843597412
1998-01,60.018470764160156,,,,,,,,,,,5.51200008392334
1998-02,64.17741394042969,,,,,,,,,,,5.616000175476074
1998-03,67.3082046508789,,,,,,,,,,,5.6620001792907715
1998-04,68.16917419433594,,,,,,,,,,,5.666999816894531
1998-05,66.75335693359375,,,,,,,,,,,5.546000003814697
1998-06,69.59528350830078,,,,,,,,,,,5.434000015258789
1998-07,68.65483856201172,,,,,,,,,,,5.49399995803833
1998-08,58.962127685546875,,,,,,,,,,,5.0320000648498535
1998-09,62.71445846557617,,,,,,,,,,,4.409999847412109
1998-10,67.79945373535156,,,,,,,,,,,4.603000164031982
1998-11,71.57463073730469,,,,,,,,,,,4.72599983215332
1998-12,76.2571792602539,,,,,,,,,,,4.638000011444092
1999-01,78.94337463378906,,,,,,,,,,,4.6529998779296875
1999-02,76.41175079345703,,,,,,,,,,,5.271999835968018
1999-03,79.58045959472656,,,,,,,,,,,5.234000205993652
1999-04,82.60246276855469,,,,,,,,,,,5.349999904632568
1999-05,80.71369934082031,,,,,,,,,,,5.611000061035156
1999-06,85.18350982666016,,,,,,,,,,,5.809999942779541
1999-07,82.54093170166016,,,,,,,,,,,5.9070000648498535
1999-08,82.11346435546875,,,,,,,,,,,5.979000091552734
1999-09,80.27930450439453,,,,,,,,,,,5.885000228881836
1999-10,85.42342376708984,,,,,,,,,,,6.002999782562256
1999-11,86.8458023071289,,,,,,,,,,,6.163000106811523
1999-12,91.80552673339844,,,,,,,,,,,6.434999942779541
2000-01,87.23478698730469,,,,,,,,,,,6.666999816894531
2000-02,85.90653228759766,,,,,,,,,,,6.408999919891357
2000-03,94.23213958740234,,,,,,,,,,,6.0229997634887695
2000-04,90.9226303100586,,,,,,,,,,,6.214000225067139
2000-05,89.49310302734375,,,,,,,,,,,6.284999847412109
2000-06,91.25450134277344,,,,,,,,,,,6.01800012588501
2000-07,89.82161712646484,,,,,,,,,,,6.0289998054504395
2000-08,95.69061279296875,,,,4.78000020980835,,,33.099998474121094,,,,5.729000091552734
2000-09,90.4408187866211,,,,5.199999809265137,0.9300000071525574,,30.860000610351562,,,,5.7779998779296875
