key,P,D,CPI,CAPE,TRCAPE
198306,166.4,6.94,99.5,10.000117903130024,12.767362769540007
198307,167.0,6.96,99.9,10.014475995571027,12.786896040903429
198308,162.4,6.98,100.2,9.728056935665213,12.42283748106904
198309,167.2,7.0,100.7,9.984202458028781,12.749884493756902
198310,167.7,7.03,101.0,10.003391799449632,12.773539636170556
198311,165.2,7.06,101.2,9.853581649364283,12.581491199513103
198312,164.4,7.09,101.3,9.815010903608675,12.531076317323542
198401,166.4,7.12,101.9,9.894931809202541,12.630750087850316
198402,157.3,7.15,102.4,9.324529645727987,11.90239933584716
198403,157.4,7.18,102.6,9.326747066508247,11.904570260565979
198404,157.6,7.22333,103.1,9.305643404594825,11.876543098868646
198405,156.6,7.26667,103.4,9.231831816896047,11.781082542587818
198406,153.1,7.31,103.7,9.01018551229101,11.497716640781464
198407,151.1,7.33333,104.1,8.868302214043304,11.316241863649706
198408,164.4,7.35667,104.5,9.623063257373174,12.27471160955555
198409,166.1,7.38,105.0,9.687341313628087,12.351552352066447
198410,164.8,7.43,105.3,9.595070703048506,12.229383028121232
198411,166.3,7.48,105.3,9.69197322178309,12.34867935888002
198412,164.5,7.53,105.3,9.595054801133461,12.222162489146147
198501,171.6,7.57333,105.5,9.997001177730453,12.729627871083462
198502,180.9,7.61667,106.0,10.494935172607082,13.357385583224783
198503,179.4,7.66,106.4,10.373217214924736,13.197786108739969
198504,180.6,7.68667,106.9,10.397118719816824,13.224090599429939
198505,184.9,7.71333,107.3,10.608120467860095,13.488455241725168
198506,188.9,7.74,107.6,10.810049845861219,13.741426269246396
198507,192.5,7.77333,107.8,10.997563956793385,13.976419083122833
198508,188.3,7.80667,108.0,10.738799808877287,13.646192185229472
198509,184.1,7.84,108.3,10.471234661697553,13.306583154373689
198510,186.2,7.86,108.7,10.552516982943752,13.410439843384852
198511,197.5,7.88,109.0,11.16461112866747,14.186571464023913
198512,207.3,7.9,109.3,11.6905214744676,14.851243444332473
198601,208.2,7.94,109.6,11.715007584487989,14.879155972876077
198602,219.4,7.98,109.3,12.388219099418128,15.727961947238791
198603,232.3,8.02,108.8,13.18902298153272,16.73474058295941
198604,238.0,8.04667,108.6,13.55250417286948,17.183914355587923
198605,238.5,8.07333,108.9,13.560046199232339,17.180748515167288
198606,245.3,8.1,109.5,13.88868862645712,17.582378520821575
198607,240.2,8.14333,109.5,13.619995534083811,17.2285492108527
198608,245.0,8.18667,109.7,13.887667550866059,17.55217873714276
198609,238.3,8.23,110.2,13.467314312977134,17.00775994792839
198610,237.4,8.24667,110.3,13.425918860857362,16.942441583196963
198611,245.1,8.26333,110.4,13.872985596138607,17.49166618064256
198612,248.6,8.28,110.5,14.085139814743316,17.743316425436987
198701,264.5,8.3,111.2,14.922208103718953,18.777962794262155
198702,280.9,8.32,111.6,15.82231814283646,19.886426559991165
198703,292.5,8.34,112.1,16.43334397606993,20.62720293812924
198704,289.3,8.4,112.7,16.196534453220888,20.3038410710514
198705,289.1,8.46,113.1,16.160311952655746,20.233478963142414
198706,301.4,8.52,113.5,16.825207307878724,21.03876533929812
198707,310.1,8.56667,113.8,17.30600439051223,21.611453473791197
198708,329.4,8.61333,114.4,18.326907245856347,22.85209551137737
198709,318.7,8.66,115.0,17.675620449938226,22.007766234206734
198710,280.2,8.71,115.3,15.530055563627316,19.3133869633154
198711,245.0,8.76,115.4,13.590885143189087,16.887366309768492
198712,241.0,8.81,115.4,13.389028514426967,16.622494633999878
198801,250.5,8.85667,115.7,13.898336683569136,17.23746480175742
198802,258.1,8.90333,116.0,14.298270962469525,17.71412617044174
198803,265.7,8.95,116.5,14.668946811103465,18.152060554951053
198804,262.6,9.04333,117.1,14.433316420838949,17.840595093043493
198805,256.1,9.13667,117.5,14.031891348027777,17.325317986212745
198806,270.7,9.23,118.0,14.766468647879618,18.20823556951486
198807,269.1,9.30667,118.5,14.6083157175221,17.988763201028448
198808,263.7,9.38333,119.0,14.244946310675653,17.518725933895716
198809,268.0,9.46,119.8,14.369428776140161,17.648292003694447
198810,277.4,9.55,120.2,14.811450153277725,18.165517397941205
198811,271.0,9.64,120.3,14.445530680872887,17.692871543397242
198812,276.5,9.75,120.5,14.702086748571997,17.9815864920142
198901,285.4,9.81333,121.1,15.088072442713289,18.425435496743255
198902,294.0,9.89667,121.6,15.46706046273475,18.85743571773138
198903,292.7,10.01,122.3,15.298969108882359,18.622276927610926
198904,302.3,10.0867,123.1,15.686742656144585,19.06141795976555
198905,313.9,10.1933,123.8,16.186353538544555,19.63356921555984
198906,323.7,10.37,124.1,16.64190423580859,20.149986195019615
198907,331.9,10.4233,124.4,17.013407650499133,20.562062434197994
198908,346.6,10.5467,124.6,17.73425143657732,21.393656539479558
198909,347.3,10.73,125.0,17.71422067897908,21.332067137506513
198910,347.4,10.7967,125.6,17.640853852797946,21.208128697438628
198911,340.2,10.9233,125.9,17.242369266947424,20.697305291068098
198912,348.6,11.06,126.1,17.650212904947324,21.154881971751614
199001,339.97,11.14,127.4,17.04884360687827,20.406154475024763
199002,330.45,11.23,128.0,16.508093516490288,19.7353532620964
199003,338.46,11.32,128.7,16.833748233480947,20.101015892206544
199004,338.18,11.4367,128.9,16.813913898735766,20.055719260909896
199005,350.25,11.5533,129.2,17.392413588645,20.72338902104602
199006,360.39,11.66,129.9,17.817082821653006,21.206758327830478
199007,360.03,11.7267,130.4,17.74717158707024,21.102886533307018
199008,330.75,11.7833,131.6,16.168334756508973,19.211937494842864
199009,315.41,11.83,132.7,15.301285443522628,18.172367021965123
199010,307.12,11.9267,133.5,14.818147965500803,17.59216474935589
199011,315.29,12.0133,133.8,15.187607599503187,18.023739754098454
199012,328.75,12.09,133.8,15.846314974728763,18.79649566201916
199101,325.49,12.1067,134.6,15.606190118802362,18.503950717933986
199102,362.26,12.1133,134.8,17.354664745205106,20.56314129301617
199103,372.28,12.11,135.0,17.818620083397377,21.098075248981395
199104,379.68,12.13,135.2,18.155345895198018,21.481531873630114
199105,377.99,12.14,135.6,18.035430911004052,21.325816065887036
199106,378.29,12.15,136.0,18.01522704468833,21.289084627258884
199107,380.23,12.1933,136.2,18.103452345519745,21.38125226491533
199108,389.4,12.2367,136.6,18.512258455337715,21.851849122501893
199109,387.2,12.28,137.2,18.357282591774325,21.65841297607263
199110,386.88,12.2533,137.4,18.349187992001983,21.639545015859092
199111,385.92,12.2267,137.8,18.288868169301338,21.560296784423304
199112,388.51,12.2,137.9,18.441652313512723,21.73293467303115
199201,416.08,12.24,138.1,19.773068211462647,23.291329926002014
199202,412.56,12.28,138.6,19.582982970386745,23.058298827241977
199203,407.36,12.32,139.3,19.283561861298548,22.69846526328991
199204,407.41,12.32,139.5,19.301229507881043,22.71268951361469
199205,414.81,12.32,139.7,19.662279795641687,23.130349591325828
199206,408.27,12.32,140.2,19.315365967644595,22.716805900471638
199207,415.05,12.3433,140.5,19.62074069482441,23.07054366253527
199208,417.93,12.3667,140.9,19.72213749835153,23.18460066395551
199209,418.48,12.4,141.3,19.708766424745303,23.164274166851865
199210,412.5,12.3867,141.8,19.370271076906977,22.76305202357335
199211,422.84,12.3833,142.0,19.833656038801237,23.303331550784872
199212,435.64,12.39,141.9,20.448606721242967,24.020186324731114
199301,435.23,12.4133,142.6,20.32341080299571,23.86795022416955
199302,441.7,12.4467,143.1,20.545336792900454,24.122919609042583
199303,450.16,12.48,143.6,20.85520014869092,24.48025069793441
199304,443.08,12.4933,144.0,20.457362016642193,24.00798830125112
199305,445.25,12.5067,144.2,20.51760563376487,24.073856030062398
199306,448.06,12.52,144.4,20.608357012960198,24.175761110239694
199307,447.29,12.52,144.4,20.56459641329715,24.1204242506805
199308,454.13,12.52,144.8,20.812227546627394,24.4051536387975
199309,459.24,12.52,145.1,20.99350100522914,24.61059893638547
199310,463.9,12.54,145.7,21.10917824747513,24.737889343598034
199311,462.89,12.56,145.8,21.03790118960638,24.645407638434428
199312,465.95,12.58,145.8,21.16473207981466,24.783708947329508
199401,472.99,12.6233,146.2,21.411974913826555,25.061136005191305
199402,471.58,12.6667,146.7,21.263840187313033,24.875326969291887
199403,463.81,12.71,147.2,20.833375889460413,24.359940418108927
199404,447.23,12.7533,147.4,20.055250085063854,23.440099239459393
199405,450.9,12.7967,147.5,20.196492421281455,23.593459579735008
199406,454.83,12.84,148.0,20.290763690670317,23.690087234431946
199407,451.4,12.87,148.4,20.067951816142156,23.415889076109888
199408,464.24,12.9,149.0,20.53554940475565,23.94502093261157
199409,466.96,12.92,149.4,20.576450100818878,23.975369102753437
199410,463.81,13.0133,149.5,20.395759282410268,23.747831033857775
199411,461.01,13.0967,149.7,20.209473020394057,23.513754336451786
199412,455.19,13.17,149.7,19.911484108090335,23.150110785223823
199501,465.25,13.18,150.3,20.219119422457307,23.488372636558662
199502,481.92,13.18,150.9,20.802571764332694,24.144282243906417
199503,493.15,13.17,151.4,21.152737302037004,24.52732082209475
199504,507.91,13.2433,151.9,21.642739261879665,25.07044480854668
199505,523.81,13.3067,152.2,22.195426698019965,25.684217711127936
199506,539.35,13.36,152.5,22.71835675952062,26.261521783971112
199507,557.37,13.44,152.5,23.37641269151214,26.99275935953636
199508,559.11,13.51,152.9,23.284070256230542,26.85772612231314
199509,578.77,13.58,153.2,23.946007075299875,27.591422770766513
199510,582.92,13.65,153.7,23.926762764083286,27.540347277091723
199511,595.53,13.72,153.6,24.347586881114825,27.996651260629204
199512,614.57,13.79,153.5,25.02738066493912,28.749997901545346
199601,614.42,13.8933,154.4,24.762465194644033,28.419947350837205
199602,649.54,13.9967,154.9,25.976065550593397,29.78439532821638
199603,647.07,14.1,155.7,25.62993039521612,29.360970049382313
199604,647.17,14.1567,156.3,25.424203848381538,29.1000292250428
199605,661.23,14.2133,156.6,25.81404382769903,29.519946822343105
199606,668.5,14.27,156.7,25.966673558333852,29.66805321760831
199607,644.07,14.4,157.0,24.8584113323484,28.379278236095754
199608,662.68,14.53,157.3,25.412529121454966,28.9880005542619
199609,674.88,14.66,157.8,25.680115512876775,29.268886878274603
199610,701.46,14.74,158.3,26.48346772089722,30.158081995656257
199611,735.67,14.82,158.6,27.58561204901281,31.38340454150737
199612,743.25,14.9,158.6,27.723946163893974,31.51068125837189
199701,766.22,14.9533,159.1,28.332870129950376,32.1705886585224
199702,798.39,15.0067,159.6,29.26563488357596,33.194645513976035
199703,792.16,15.06,160.0,28.80245859187166,32.63548559038066
199704,763.93,15.0933,160.2,27.58516033813655,31.225851487505807
199705,833.09,15.1267,160.1,29.928362224688783,33.842453512139876
199706,876.29,15.16,160.3,31.25656061638128,35.305910855546166
199707,925.29,15.2167,160.5,32.76663768966994,36.97038981277746
199708,927.24,15.2733,160.8,32.58628348671318,36.726043656284524
199709,937.02,15.33,161.2,32.66658134170863,36.77540659801317
199710,951.16,15.3867,161.6,32.901498179798125,36.9980763908736
199711,938.92,15.4433,161.5,32.33660053281268,36.323017872736
199712,962.37,15.5,161.3,33.03078904290543,37.06129219491146
199801,963.36,15.55,161.6,32.859968415052236,36.82863353355587
199802,1023.74,15.6,161.9,34.70967778226998,38.856044080604214
199803,1076.83,15.64,162.2,36.296927736425104,40.583259011780484
199804,1112.2,15.75,162.5,37.27693404302876,41.627397728141105
199805,1108.42,15.85,162.8,36.956598518969,41.2182193239652
199806,1108.39,15.95,163.0,36.802293460092024,40.99434126198045
199807,1156.58,16.0167,163.2,38.25964508524856,42.561024955704205
199808,1074.62,16.0833,163.4,35.42340102487832,39.357953737660516
199809,1020.64,16.14,163.6,33.532356980834905,37.21483494135042
199810,1032.47,16.1667,164.0,33.773102879048146,37.440000309890806
199811,1144.43,16.1833,164.0,37.369391883920954,41.37557700054433
199812,1190.05,16.2,163.9,38.82027478009816,42.92733987493308
199901,1248.77,16.28333333,164.3,40.57695767720813,44.81105344963521
199902,1246.58,16.36666667,164.5,40.40015922925995,44.55773453537827
199903,1281.66,16.45,165.0,41.35610363271301,45.55155503201496
199904,1334.76,16.45,166.2,42.704509516892166,46.972581259880606
199905,1332.07,16.45,166.2,42.556676709518044,46.746674800852034
199906,1322.55,16.45,166.2,42.18067591174693,46.27143255321165
199907,1380.99,16.513333333333335,166.7,43.82803599280541,48.011997893801635
199908,1327.49,16.576666666666668,167.1,41.930712159940455,45.87345518959438
199909,1318.17,16.64,167.9,41.323451334715024,45.15183924706528
199910,1300.01,16.656666666666666,168.2,40.552854399539875,44.25604110562487
199911,1391.0,16.673333333333332,168.3,43.20829071461392,47.0940975883969
199912,1428.68,16.69,168.3,44.197939761040566,48.11096868299516
200001,1425.59,16.713333333333335,168.8,43.772578146938,47.58768727292151
200002,1388.87,16.736666666666668,169.8,42.18563588791733,45.807695321871726
200003,1442.21,16.76,171.2,43.22074843996589,46.87600933588812
200004,1461.36,16.740000000000002,171.3,43.52857428850775,47.15540685524466
200005,1418.48,16.72,171.5,41.966050503324325,45.41303810500986
200006,1461.96,16.7,172.4,42.78197156707146,46.2455874858361
200007,1473.0,16.583333333333332,172.8,42.758093618269584,46.17072813184031
200008,1485.46,16.46666666666667,172.8,42.869565494419504,46.24211352364689
200009,1468.05,16.35,173.7,41.898007924884745,45.14750150162295
200010,1390.14,16.323333333333334,174.0,39.36969904420139,42.38264022988999
200011,1378.04,16.296666666666667,174.1,38.78214245678478,41.71336028038801
200012,1330.93,16.27,174.0,37.274238004497214,40.05987947359604
200101,1335.63,16.169999999999998,175.1,36.97886799702983,39.71280978944713
200102,1305.75,16.07,175.8,35.834662651431294,38.458570743648046
200103,1185.85,15.97,176.2,32.32583723617876,34.675224630315924
200104,1189.84,15.876666666666665,176.9,32.17390116836069,34.49609962461752
200105,1270.37,15.783333333333331,177.7,34.07464321714003,36.517428561211965
200106,1238.71,15.69,178.0,33.06853441111278,35.426859322674495
200107,1204.45,15.706666666666667,177.5,32.163038687444356,34.44859395765035
200108,1178.5,15.723333333333333,177.5,31.404318760780146,33.63139016318307
200109,1044.64,15.74,178.3,27.667392586862498,29.631910124299587
200110,1076.59,15.740000000000002,177.7,28.57737311336011,30.610210495719627
200111,1129.68,15.740000000000002,177.4,30.00510381105682,32.14309653485235
200112,1144.93,15.74,176.7,30.49995325502047,32.677962674930086
200201,1140.21,15.736666666666668,177.1,30.277204433096017,32.44567789769126
200202,1100.67,15.733333333333334,177.8,29.085704152008443,31.17638563797467
200203,1153.79,15.73,178.8,30.292130640918696,32.475809252847974
200204,1111.93,15.833333333333332,179.8,29.005883253118693,31.10469039970413
200205,1079.25,15.936666666666667,179.8,28.128107508688355,30.171984137541507
200206,1014.02,16.04,179.9,26.387672541183363,28.315227417431327
200207,903.59,15.96,180.1,23.463120467431448,25.189619576345258
200208,912.55,15.879999999999999,180.7,23.588713528842376,25.33599707398655
200209,867.81,15.8,181.0,22.36503680122433,24.03375401734792
200210,854.63,15.89,181.3,21.95623386365908,23.60657275199438
200211,909.93,15.98,181.3,23.348396502725127,25.114358041300328
200212,899.18,16.07,180.9,23.10144253768563,24.860432504266143
200301,895.84,16.119999999999997,181.7,22.89834857661322,24.653867027835645
200302,837.03,16.169999999999998,183.1,21.21410212341529,22.85382611436557
200303,846.63,16.22,184.2,21.309719026990994,22.969623651201278
200304,890.03,16.203333333333333,183.8,22.427939577730907,24.186166302446406
200305,935.96,16.186666666666667,183.5,23.59108045348149,25.45002301017636
200306,988.0,16.17,183.7,24.832223259531073,26.796570516909874
200307,992.54,16.310000000000002,183.9,24.867329101268798,26.841910907521083
200308,989.53,16.450000000000003,184.6,24.64225140993218,26.60610888376363
200309,1019.44,16.59,185.2,25.243686752606273,27.261410549557137
200310,1038.73,16.85666666666667,185.0,25.682756070579703,27.74090541797264
200311,1049.9,17.123333333333335,184.5,25.946798218420135,28.03002081095801
200312,1080.64,17.39,184.3,26.635170511081547,28.77540212061729
200401,1132.52,17.6,185.2,27.658540355736587,29.879678114424983
200402,1143.36,17.810000000000002,186.2,27.650862036740236,29.86991210154325
200403,1123.98,18.02,187.4,26.886530384035883,29.043714557354303
200404,1133.36,18.213333333333335,188.0,26.900577508444904,29.058291817756977
200405,1102.78,18.406666666666666,189.1,25.90281429294377,27.980644843237364
200406,1132.76,18.6,189.7,26.401285366474923,28.5179333952882
200407,1105.85,18.78666666666667,189.4,25.695888646268568,27.75551453633079
200408,1088.94,18.973333333333333,189.5,25.17446222647778,27.19250007025968
200409,1117.66,19.16,189.9,25.6684067763577,27.72534056135416
200410,1117.21,19.253333333333334,190.9,25.411655665489338,27.447302225242783
200411,1168.94,19.346666666666668,191.0,26.465310814818057,28.5827052580995
200412,1199.21,19.44,190.3,27.144808694741243,29.31263918485717
200501,1181.41,19.703333333333333,190.7,26.58725069797039,28.707356524065606
200502,1199.63,19.96666666666667,191.8,26.744863128101187,28.874110081209473
200503,1194.9,20.23,193.3,26.339142131057937,28.4333465499335
200504,1164.43,20.46333333333333,194.6,25.40892256911448,27.427971644284614
200505,1178.28,20.696666666666665,194.4,25.65023018718298,27.686995391999098
200506,1202.25,20.93,194.5,26.068394871884003,28.136067840768245
200507,1222.24,21.11,195.4,26.287871091254754,28.36990506263926
200508,1224.27,21.29,196.4,26.10438141093616,28.168980742317416
200509,1225.92,21.47,198.8,25.730122990164478,27.762463408465557
200510,1191.96,21.72,199.2,24.876538723647965,26.84054270186345
200511,1237.37,21.97,197.6,25.931783309069022,27.977205472367213
200512,1262.07,22.22,196.8,26.443803114292404,28.527159043907645
200601,1278.73,22.406666666666666,198.3,26.468702626685722,28.551311891344483
200602,1276.65,22.593333333333334,198.7,26.2496247635833,28.312953220671446
200603,1293.74,22.78,199.8,26.327837778667686,28.39507373397663
200604,1302.17,23.0,201.5,26.14728094387453,28.198403856607364
200605,1290.01,23.22,202.5,25.65064070875734,27.66189528485719
200606,1253.17,23.44,202.9,24.749582241646372,26.690943997751578
200607,1260.24,23.66,203.5,24.696786766853304,26.634874022226967
200608,1287.15,23.88,203.9,25.051393562010965,27.01741890997331
200609,1317.74,24.1,202.9,25.64415644079739,27.655917575274074
200610,1363.38,24.36,201.8,26.53804028210172,28.61766020200832
200611,1388.64,24.619999999999997,201.5,26.928020270856493,29.03499548856696
200612,1416.42,24.88,201.8,27.28268978757168,29.41328247166068
200701,1424.16,25.083333333333332,202.416,27.207536656807132,29.32783851279275
200702,1444.8,25.286666666666665,203.499,27.3151814135166,29.439186629440357
200703,1406.95,25.49,205.352,26.22760555465089,28.264070221688122
200704,1463.64,25.71666666666667,206.686,26.976268314189085,29.066642443029895
200705,1511.14,25.943333333333335,207.949,27.548490451851254,29.678159305539182
200706,1514.19,26.17,208.352,27.418262740410597,29.53331815294468
200707,1520.71,26.440000000000005,208.299,27.410088167204314,29.52031070899064
200708,1454.62,26.71,207.917,26.148607189312315,28.16088433900692
200709,1497.12,26.98,208.49,26.725743047696913,28.781596977212047
200710,1539.66,27.230000000000004,208.936,27.320648130462004,29.42154762636301
200711,1463.39,27.480000000000004,210.177,25.729053579498377,27.711039143379498
200712,1479.22,27.73,210.036,25.955510105240222,27.959981545763835
200801,1378.76,27.92,211.08,24.022317760836813,25.886705943137212
200802,1354.87,28.11,211.693,23.495263401811773,25.329469431905366
200803,1316.94,28.3,213.528,22.60681084224933,24.384051798830342
200804,1370.47,28.436666666666667,214.823,23.356040643201606,25.204092441252214
200805,1403.22,28.573333333333334,216.632,23.69643211662317,25.5836478780518
200806,1341.25,28.71,218.815,22.41681280228193,24.21673551565436
200807,1257.33,28.756666666666668,219.964,20.907206462661573,22.603177385642233
200808,1281.47,28.803333333333335,219.086,21.40161736004792,23.155126607759243
200809,1216.95,28.85,218.783,20.36273394609751,22.050373871028608
200810,968.8,28.696666666666665,216.573,16.38735654878983,17.77010791095575
200811,883.04,28.543333333333333,212.425,15.259659405704573,16.575738507639592
200812,877.56,28.39,210.228,15.376080747423764,16.732842670212026
200901,865.58,28.013333333333335,211.143,15.17465193687967,16.545978292696997
200902,805.23,27.63666666666667,212.193,14.122181801918899,15.431495098996706
200903,757.13,27.26,212.709,13.323667656863933,14.592703772466315
200904,848.15,26.703333333333333,213.24,14.981866453039249,16.44121997239843
200905,902.41,26.14666666666667,213.856,15.996355755263156,17.585230774696498
200906,926.12,25.59,215.693,16.384182816215347,18.04071708129972
200907,935.82,25.026666666666664,215.351,16.694620816995617,18.41056954196059
200908,1009.73,24.46333333333333,215.834,18.094069801576083,19.97924978137738
200909,1044.55,23.9,215.969,18.83190226484008,20.817180576489967
200910,1067.66,23.403333333333332,216.177,19.358008443486842,21.420018718305087
200911,1088.07,22.906666666666666,216.33,19.81276107996606,21.938367056892975
200912,1110.38,22.41,215.949,20.32237650021655,22.511278992034384
201001,1123.58,22.24,216.687,20.527859801454422,22.74143027719746
201002,1089.16,22.07,216.741,19.920539306600443,22.070377804640174
201003,1152.05,21.9,217.631,21.00460120971536,23.269199472972975
201004,1197.32,21.946666666666665,218.009,21.80484559962516,24.150482266532844
201005,1125.06,21.993333333333332,218.178,20.480068638423408,22.679628014583454
201006,1083.36,22.04,217.965,19.742039853739453,21.859418086479803
201007,1079.8,22.143333333333334,218.011,19.668660470717708,21.77465601506824
201008,1087.28,22.246666666666666,218.312,19.770299174358577,21.882717641224723
201009,1122.08,22.35,218.439,20.381395233204035,22.552614727121696
201010,1171.58,22.476666666666667,218.711,21.240127651759426,23.493816810047193
201011,1198.89,22.603333333333335,218.803,21.70072382776062,23.993185849903515
201012,1241.53,22.73,219.179,22.396379773044213,24.750553777970634
201101,1282.62,22.963333333333335,220.223,22.97829943055498,25.38055144371665
201102,1321.12,23.196666666666665,221.309,23.489828703298524,25.93189152357247
201103,1304.49,23.43,223.467,22.89933643014364,25.26799003610587
201104,1331.51,23.733333333333334,224.906,23.14392944728594,25.526061033561675
201105,1338.31,24.036666666666665,225.964,23.05949150609534,25.422751410495923
201106,1287.29,24.34,225.722,22.10083128661099,24.35922665770381
201107,1325.19,24.619999999999997,225.922,22.610981701156618,24.91508907841195
201108,1185.31,24.9,226.545,20.04985272166049,22.092618712120785
201109,1173.88,25.18,226.889,19.698114568877703,21.70640003107507
201110,1207.22,25.596666666666664,226.421,20.155824786688743,22.212668163493948
201111,1226.42,26.013333333333335,226.23,20.345246797645814,22.42388876999821
201112,1243.32,26.43,225.672,20.52357549943169,22.62360881526482
201201,1300.58,26.736666666666668,226.665,21.213008091803445,23.386046013731438
201202,1352.49,27.043333333333337,227.663,21.797435963717522,24.031932260644222
201203,1389.24,27.35,229.392,22.0539439729047,24.315942005487816
201204,1386.43,27.673333333333332,230.085,21.779246906824888,24.015130965765515
201205,1341.27,27.996666666666666,229.815,20.941467419743468,23.095237989596882
201206,1323.48,28.32,229.478,20.547504086856083,22.66553633791576
201207,1359.78,28.743333333333332,229.104,20.99934129338056,23.168289603671184
201208,1403.45,29.166666666666664,230.379,21.41042845344293,23.625464836831146
201209,1443.42,29.59,231.407,21.78369030172768,24.040589108752926
201210,1437.82,30.14333333333333,231.317,21.577109654528783,23.81681365936625
201211,1394.51,30.696666666666665,230.221,20.898162059573696,23.07393534239163
201212,1422.29,31.25,229.601,21.238261139845612,23.456313867189632
201301,1480.4,31.536666666666665,230.28,21.90047541382181,24.193771416596874
201302,1512.31,31.82333333333333,232.166,22.052724336861946,24.367396962422983
201303,1550.83,32.11,232.773,22.419207114602578,24.7772008053697
201304,1570.7,32.49666666666667,232.531,22.5956553961056,24.976932098870442
201305,1639.84,32.88333333333334,232.945,23.411841781842405,25.8819105047125
201306,1618.77,33.27,233.504,22.92533317391533,25.347211669351655
201307,1668.68,33.64666666666667,233.596,23.492460177159643,25.97601230661418
201308,1670.09,34.02333333333333,233.877,23.3566490949161,25.827397250944173
201309,1687.17,34.4,234.149,23.44228716796061,25.923107076121422
201310,1720.03,34.596666666666664,233.546,23.83473788763144,26.356918954589574
201311,1783.54,34.79333333333334,233.069,24.64207709241206,27.246316008132887
201312,1807.78,34.99,233.049,24.861869296461936,27.48375359866271
201401,1822.36,35.403333333333336,233.916,24.859609093632713,27.474102609349313
201402,1817.04,35.81666666666666,234.781,24.590930877894127,27.170675136889432
201403,1863.52,36.23,236.293,24.956039153965385,27.566812365082868
201404,1864.26,36.61333333333333,237.072,24.786315396962635,27.37261057111369
201405,1889.77,36.99666666666667,237.9,24.943274109902582,27.538632386895777
201406,1947.09,37.38,238.343,25.558007623511294,28.20860107272218
201407,1973.1,37.75,238.25,25.81754597615874,28.4856362371394
201408,1961.53,38.120000000000005,237.852,25.617606421799398,28.25605553351516
201409,1993.23,38.49,238.031,25.91843689260619,28.578155878854172
201410,1937.27,38.806666666666665,237.433,25.16274828308325,27.73694561828827
201411,2044.57,39.123333333333335,236.151,26.606817147143413,29.318654523381486
201412,2054.27,39.44,234.812,26.794085482572545,29.515332882231405
201501,2028.18,39.89666666666667,233.707,26.492295420383122,29.17467116535156
201502,2082.2,40.35333333333333,234.722,26.995513699383242,29.719916695619293
201503,2079.99,40.81,236.119,26.72860545292847,29.41836917180769
201504,2094.86,41.120000000000005,236.599,26.791371680192324,29.480373846198788
201505,2111.94,41.43,237.805,26.806111379650815,29.48989618635329
201506,2099.29,41.74,238.638,26.495895292784834,29.14293607917328
201507,2094.14,41.99666666666667,238.654,26.38113633639968,29.011703864238942
201508,2039.87,42.25333333333333,238.316,25.69365841705769,28.252525181771944
201509,1944.41,42.51,237.945,24.496752170486428,26.93610526853828
201510,2024.81,42.803333333333335,237.838,25.49144104606674,28.02809026145157
201511,2080.62,43.096666666666664,237.336,26.225851890971928,28.832783137035257
201512,2054.08,43.39,236.525,25.965424037124166,28.54437678360919
201601,1918.6,43.553333333333335,236.916,24.206167203878472,26.611684960823318
201602,1904.42,43.71666666666667,237.111,24.00260677728975,26.3895620404543
201603,2021.95,43.88,238.132,25.372298620187905,27.89395132228895
201604,2075.54,44.07333333333334,239.261,25.92233754367387,28.495838319794853
201605,2065.55,44.266666666666666,240.229,25.694709923449963,28.243292837964653
201606,2083.89,44.46,241.018,25.8403729276705,28.40074288458179
201607,2148.9,44.65,240.628,26.694003256096295,29.33464911597549
201608,2170.95,44.84,240.849,26.948872433723857,29.60932774413778
201609,2157.69,45.03,241.428,26.727873346478525,29.360965010602925
201610,2143.02,45.25333333333333,241.729,26.525143085070585,29.13246105158766
201611,2164.99,45.47666666666667,241.353,26.85095353105626,29.482997451792816
201612,2246.63,45.7,241.432,27.865098223923525,30.586141859448876
201701,2275.12,45.92666666666667,242.839,28.063573742124454,30.792138471115788
201702,2329.91,46.153333333333336,243.603,28.65510652518413,31.427485362109685
201703,2366.82,46.38,243.801,29.08692174246465,31.886026295005667
201704,2359.31,46.660000000000004,244.524,28.904245956275155,31.670821333081488
201705,2395.35,46.94,244.733,29.31334498027143,32.10312156891899
201706,2433.99,47.22,244.955,29.748503240632758,32.56258379440215
201707,2454.1,47.53666666666667,244.786,30.002220744018565,32.822440838488504
201708,2456.22,47.85333333333334,245.519,29.914959397497487,32.71012686224204
201709,2492.84,48.17,246.819,30.1681144106789,32.97028077070135
201710,2557.0,48.42333333333333,246.663,30.920393290333834,33.77535045295933
201711,2593.61,48.67666666666666,246.669,31.298913333880275,34.1729359722271
201712,2664.34,48.93,246.524,32.086132007706,35.01714110660578
201801,2789.8,49.28666666666666,247.867,33.30734382803066,36.33394041169584
201802,2705.16,49.64333333333333,248.991,32.03538233925029,34.9340847841563
201803,2702.77,50.0,249.554,31.808409057643114,34.67572864730247
201804,2653.63,50.33,250.546,30.970179293325224,33.75372125069345
201805,2701.49,50.66,251.588,31.2436150748646,34.04418706141888
201806,2754.35,50.99,251.989,31.6305564964546,34.45891963367427
201807,2793.64,51.44,252.006,31.88636696215898,34.73177757132531
201808,2857.82,51.89,252.146,32.39027688030112,35.274629408295596
201809,2901.5,52.34,252.439,32.6228911205002,35.522018512241374
201810,2785.46,52.81,252.885,31.037961078006507,33.79374384993606
